;Tomita 7;;;;;;;
;Regular expressions;;;;Regular grammars;;;
Run;Elapsed time (ms);Score;Generation;Result;Elapsed time (ms);Score;Generation;Result
1;21137;1,000;38;((((((a|b)a)?(a|b))|(((a|b)|(((b|a)|b)|a*))|(b+((((a?|(b((a|b)a))*)a?)(((b((((a|b)|(b|a))|a*)a+))|a)|a))|a*))))|a)((b*|(a|b+))((((a|b)a)?a+)|a*)));476585;0,916;50;"B = 'a'A|epsilon|'b'|'b'B|'a'|'b'D|'a'D;
C = epsilon|'b'C|'a'|'b'A;
A = epsilon|'b'|'b'C|'a'|'a'D;
D = 'a'A|epsilon|'b';"
2;33474;0,892;50;((((a|b)|(b+a*))b*)(a|((ab)a))*);497562;0,897;50;"A = 'a'B|epsilon|'b'C|'b'B|'a'|'b'D;
D = epsilon|'b'|'a'|'b'A|'b'D;
C = epsilon|'b'C|'a'|'b'D;
B = 'a'B|'b'C|'a';"
3;30773;0,974;50;((b*(((b?|a*)(ab)?)b+))a*);455460;0,883;50;"C = 'a'B|'a'C|'b'B|'b'A|'b'D|'a'D;
D = 'b'B|'b'D;
A = 'a'A|epsilon|'b'D;
B = 'a'|'b'A;"
4;22229;1,000;39;(((b(((a+|b*)|(a|b))|(b*a+)))|(a+|b*))(a?(((b*(b|a)?)a*)|(a|(b|a)))));222952;1,000;27;"D = 'a'B|epsilon|'a'C|'b'B|'a'|'b'D;
C = epsilon|'a'C|'b'|'b'B|'a';
B = 'a'A|epsilon|'b'|'b'B;
A = 'a'A|epsilon|'a';"
5;24050;0,914;50;((((b|((b(a|(b(((b((a|b)a))|b)|b))))|a))|b)((b((a*|(a|((a|b)a)*))|b))|(((b|a)|((b|(b(b|((a|(a|b))|b))))|(b(((b(((b(a|b))|b)|b))|b)|b))))|(a|(a|(a|(b(b|(b(((ba)a)|b))))))*))))|(a|(b(((b|(b(b|a)))|b)|b)))*);451259;0,971;50;"D = 'a'B|epsilon|'a'C|'b'|'b'B|'b'A|'b'D;
C = 'a'A|epsilon|'a'|'a'D;
B = epsilon|'b'B|'a'|'b'A;
A = 'a'A|epsilon;"
6;24577;0,926;50;((a|((((b+a*)b*)a*)((((((b|a)|a)|b)|a)|b)a)*))|(((a|b)b*)a*));467584;0,897;50;"B = epsilon|'a'C|'b'|'b'C|'b'B|'b'A|'b'D|'a'D;
C = epsilon|'a'C;
D = epsilon|'b'C|'a'|'b'A|'a'D;
A = epsilon|'b'B;"
7;15460;0,995;43;(b*|(((b(a*(((((b|a)a)a)|((a+|(b|a))b*))b*)))|((((b|a)a)a)|((a+|(b+(((a*|(b|a))|(a|b))|b*)))b*)))(b|((a+|b*)a))));478070;1,000;49;"A = 'a'B|epsilon|'b'C|'b'B|'a'|'b'A|'a'D;
B = 'a'B|epsilon|'b'C|'a'|'b'D|'a'D;
C = epsilon|'b'C|'a'D;
D = epsilon|'a'D;"
8;10590;0,995;27;(((b|(ba))*|((a|(a*|(b*(((a|b)|b)a)?)))a*))((a|(a*|(b*((ba)|b)?)))a*));456101;0,876;50;"B = 'a'A|'a'B|epsilon|'a'|'b'A|'b'D;
D = epsilon|'a'C|'b'C|'b'B|'b'A|'b'D;
C = epsilon|'a'C;
A = 'b'D;"
9;21918;1,000;46;(((((b?(b(b+|((((((a|b)|(b|a))|(a|b))(((a|b)|a)a*))|(((b+|(b|a))|(a|b))(b((a*((a*|(a|b))|a))(b*|(a|b))))))b?))))|((a|((b|a)a*))|a))b+)|b*)a*);410034;0,876;50;"D = epsilon|'b'|'b'C|'a'|'b'A|'a'D;
C = 'a'A|'a'B|'b'C|'b'B|'a'|'b'A|'b'D;
A = 'a'A|'a';
B = 'a'A;"
10;32337;0,905;50;(b*(((a|((a(b|a))|b))((b(b(((a|b)a)|(b(b(((b|a)|b)|a))))))|a)*)|((b(b(a|b)))|(a|((b(b((((b(b(((a|b)a)|((b(a|b))|a))))|a)a)|(a|b))))a)))*));430582;0,906;50;"A = 'a'B|epsilon|'b'C|'b'A|'b'D;
D = epsilon|'b'B|'a'|'a'D;
C = epsilon|'b'B;
B = 'a'B|epsilon|'b'C|'a';"
Highest;33474;1,000;50;;497562;1,000;50;
Lowest;10590;0,892;27;;222952;0,876;27;
Avg;23655;0,960;44;;434619;0,922;48;
Best result;22229;1,000;39;(((b(((a+|b*)|(a|b))|(b*a+)))|(a+|b*))(a?(((b*(b|a)?)a*)|(a|(b|a)))));478070;1,000;49;"A = 'a'B|epsilon|'b'C|'b'B|'a'|'b'A|'a'D;
B = 'a'B|epsilon|'b'C|'a'|'b'D|'a'D;
C = epsilon|'b'C|'a'D;
D = epsilon|'a'D;"
;;;;;;;;
