;Tomita 5;;;;;;;
;Regular expressions;;;;Regular grammars;;;
Run;Elapsed time (ms);Score;Generation;Result;Elapsed time (ms);Score;Generation;Result
1;25928;0,938;50;(((((a|b)|b)|((b|((a|(b|a))|(a|b)))(ab)))|b)(((a((((b|(a|((a|(a|b))|(a|b))))|(((b|a)|b)|(a|b)))|(b(ab)))|b))b)|((b|(((((((b|a)|b)|b)|a)|((((b|(b|a))|(a|b))|(a|b))|b))(a|b))(a|b)))|b)))*;452341;0,837;50;"B = 'a'A|epsilon|'b'B;
A = 'a'B|'b'A;
C = epsilon;
D = 'b'A;"
2;22480;0,943;50;((b|(((a|b)|a)(((b|((b|a)|((b|a)|((ab)b))))|a)((b|a)|((ab)b)))))((b|a)|(a|b)))*;475529;0,930;50;"A = epsilon|'b'D|'a'D;
B = 'a'B|epsilon|'a';
D = 'a'A|'b'A;"
3;21779;0,930;50;(((a|b)b)|((b|a)a))*;474724;0,930;50;"B = epsilon|'b'D|'a'D;
D = 'a'B|'b'B;
A = 'b'D;"
4;16936;0,940;50;((((a|b)|((b|a)|b))|(b|a))((((ba)(a|b))|(b|a))((((a|b)(ba))|((b|a)|b))(b|a))))*;447815;0,930;50;"A = epsilon|'b'D|'a'D;
B = epsilon|'a'C|'b'C;
C = 'b'D;
D = 'a'A|'b'A;"
5;16280;0,933;50;((b|(((b|a)((b|a)|(b|(b|a))))(b|a)))((a|(b|a))|(a|b)))*;473058;0,866;50;"C = 'a'A|epsilon|'b'D;
B = 'a'A|'a'B|'b'C|'b'B|'a'|'b'A;
A = 'a'C|'b'A|'a'D;
D = 'a'A|'b'C;"
6;16875;0,933;50;(((b|((((a|b)|((a|b)|a))(b|a))(a|b)))|(((b((b|a)|(a|b)))b)|b))(b|a))*;491512;0,930;50;"D = 'a'A|epsilon|'b'A;
A = 'b'D|'a'D;
C = epsilon;
B = 'b'C|'a';"
7;18206;0,933;50;(((((b|((a|b)|b))((b|a)|a))(a|b))|b)(((a|b)|b)|(b|a)))*;439879;0,930;50;"A = 'a'B|epsilon|'b'B;
D = 'a'A|'a'C|'a';
C = 'b'C|'b'B;
B = 'a'A|'a'|'b'A;"
8;21854;0,933;50;((a|((((b|a)|(a|b))(b|a))(a|b)))(b|(a|b)))*;452371;0,791;50;"A = 'a'B|epsilon|'b'A;
D = epsilon|'b'B;
B = 'a'A|'b'|'b'B;
C = 'a'A|'a'B;"
9;17899;0,933;50;((b|(((b|a)((a|b)|(b|a)))(a|b)))((a|b)|a))*;488768;0,930;50;"C = 'a'B|epsilon|'b'B;
B = 'a'C|'b'C|'a'D;
D = epsilon;"
10;15014;0,936;50;(((a|b)((a|b)((b|((b((a|(b|a))|a))(b|a)))|(a|(a|b)))))((b|a)|(a|b)))*;448749;0,930;50;"C = 'a'B|epsilon|'b'B;
A = 'a'B|epsilon|'b'B|'b'D;
D = epsilon|'b'D|'a'D;
B = 'a'C|'b'C;"
Highest;25928;0,943;50;;491512;0,930;50;
Lowest;15014;0,930;50;;439879;0,791;50;
Avg;19325;0,935;50;;464475;0,900;50;
Best result;22480;0,943;50;((b|(((a|b)|a)(((b|((b|a)|((b|a)|((ab)b))))|a)((b|a)|((ab)b)))))((b|a)|(a|b)))*;474724;0,930;50;"B = epsilon|'b'D|'a'D;
D = 'a'B|'b'B;
A = 'b'D;"
;;;;;;;;
